Category,Discount,Market,ji_lu-shu,Order Priority,Quantity,Sales,Segment,Ship Mode,Shipping Cost,Sub-Category,Year,Market2,weeknum
-0.008270749804404632,-0.7120648520166669,0.29244541567406923,0.0,-1.034437831198126,-0.20427516774360185,-0.017430970061889903,-0.8681111062371029,0.6881101394156903,-0.08474931398418387,1.342222663687802,-0.7072467945784534,0.1735055549754837,-1.7524405850302003
-0.008270749804404632,2.0256229281802787,-0.15820731145977918,0.0,0.8155679696370455,1.192539411112437,0.7037131334618169,1.7422021658661369,0.6881101394156903,-0.11249982074114327,1.342222663687802,-1.6172306917745167,-0.3772154002007378,-0.5050094861420314
-0.008270749804404632,-0.7120648520166669,0.7430981428079176,0.0,0.8155679696370455,-1.135484886980961,-0.7754218525977569,-0.8681111062371029,-0.2351664014368908,-0.436238279756766,1.5486373497015087,1.1127209998136731,0.7242265101517051,-0.36640603071001276
-0.008270749804404632,-0.7120648520166669,1.193750869941766,0.0,-1.034437831198126,-0.6698800273622815,-0.8385877594757457,0.43704552981451694,-2.081719483142053,-0.4130430448636848,0.929393291660389,-0.7072467945784534,1.2749474653279267,1.435438889906231
1.5925094670556526,0.1092414820424167,0.29244541567406923,0.0,-1.9594407316157119,-0.20427516774360185,0.9669044121201039,-0.8681111062371029,-2.081719483142053,1.797921858263119,1.1358079776740955,-0.7072467945784534,0.1735055549754837,0.11870606330205286
-0.008270749804404632,-0.7120648520166669,-1.5101654928613244,0.0,0.8155679696370455,-1.135484886980961,-0.8543792361952429,1.7422021658661369,0.6881101394156903,-0.4526616928751929,0.5165639196329758,-1.6172306917745167,-1.4786573105531808,0.2573095187340716
-0.008270749804404632,-0.7120648520166669,1.193750869941766,0.0,-1.034437831198126,-0.20427516774360185,-0.8070048060367513,0.43704552981451694,-2.081719483142053,-0.38494347512865046,0.5165639196329758,0.2027371026176099,1.2749474653279267,0.5345164295981091
1.5925094670556526,2.0256229281802787,0.7430981428079176,0.0,0.8155679696370455,0.2613296918750777,-0.4385370159151493,-0.8681111062371029,0.6881101394156903,-0.33459114054133726,0.7229786056466824,-0.7072467945784534,0.7242265101517051,1.0196285236101748
1.5925094670556526,1.4780853721408895,0.7430981428079176,0.0,0.8155679696370455,-0.20427516774360185,0.16680292499891108,1.7422021658661369,0.6881101394156903,-0.26114828995436545,1.1358079776740955,1.1127209998136731,0.7242265101517051,1.0196285236101748
-0.008270749804404632,-0.7120648520166669,0.7430981428079176,0.0,0.8155679696370455,-0.20427516774360185,-0.83332393390258,-0.8681111062371029,-1.158442942289472,-0.4186280525128842,-0.9283388824629705,-0.7072467945784534,0.7242265101517051,0.881025068178156
